name,status,espnId,dob,citizenship,debutUsed,checkNote
Darryl Booker,miss,,,,,
Jessica Oliveira,miss,,,,,
Sean OConnell,miss,,,,,
Soslan Margiev,miss,,,,,
Jarrel Miller,found,4836960,1985-08-11,USA,2016-06-25,
Richard Chica,miss,,,,,
Morgan Frier,found,4418035,1990-11-18,USA,2015-11-28,
Nikol Aguirre,miss,,,,,
Taichi Yokoyama,miss,,,,,
Myktybek Oskonbaev,miss,4916263,,,,no dob on record
Chris Collins,miss,,,,,
Michel Ersoy,miss,4330054,,,,no dob on record
Ian Russell,miss,,,,,
Dzhabrail Aidamirov,miss,,,,,
Raul Frias,miss,4708661,,,,no dob on record
Chris Mullins,found,4231379,1984-07-12,USA,2016-03-12,
Fukie Watanabe,miss,,,,,
Daiki Gojima,miss,5101815,,,,no dob on record
Ole-Jorgen Mandt Johnsen,miss,5195889,,,,no dob on record
Keita Inoue,miss,,,,,
Josh Brueckner,found,4565647,1995-03-11,USA,2017-08-25,
Wayne Cole,miss,2512069,,,,no dob on record
Matheus Fonseca,miss,5216553,,,,no dob on record
Matthew Clempner,miss,,,,,
Tanja Angerer,miss,4898508,,,,no dob on record
Georgi Petrov,miss,,,,,
Guangyou Ning,found,2996677,1981-12-15,China,2007-09-22,
Emilio Vallecillo,miss,,,,,
Justin Barry,found,4977644,1988-09-12,USA,2021-10-17,
Chris Rice,miss,2611308,,,,no dob on record
Vanessa Melo,found,3097030,1988-03-27,Brazil,2014-03-29,
Yorrick Anderson,miss,,,,,
David Cubas,miss,2965091,,,,no dob on record
Tyler Hufnagle,miss,4591308,,,,no dob on record
John Malbrough,miss,2559967,,,,no dob on record
Julio Cesar Chaves,miss,,,,,
Kazuki Omura,miss,,,,,
Austin Wilson,miss,4239740,,,,no dob on record
Bartek Skowyra,miss,,,,,
Oleksandr Karpov,miss,,,,,
Adrian Segovia,miss,,,,,
Vitor de Souza,miss,4898563,,,,no dob on record
Monique Dodson,miss,,,,,
TieYin Wu,miss,4389090,,,,no dob on record
Mirbek Zhenishbekov,miss,,,,,
Brian Abram,miss,,,,,
Katharina Lehner,found,4243618,1990-04-09,Germany,2014-09-27,
Seiya Yamazaki,miss,,,,,
Prince Aounallah,miss,3132497,,,,no dob on record
Genya Waku,miss,,,,,
Mansur Nashaev,miss,,,,,
Jimmy Vienot,found,5289845,1995-06-09,France,2021-09-04,
Hiroyuki Norikiyo,miss,,,,,
Nadia Chmil,miss,,,,,
Thiago Santos,ambiguous,,,,,3 MMA ids
Doni Miller,miss,3902210,,,,no dob on record
Kazuya Tanaka,miss,,,,,
Yasuhiro Fujino,miss,5211339,,,,no dob on record
Goki Nakano,miss,,,,,
Jeff Perez,miss,4813366,,,,no dob on record
Frantisek Fodor,miss,,,,,
Dennys Alcocer,found,5076116,1994-08-28,Bolivia,2020-03-07,
Takuya Kuramoto,found,5282140,1993-05-04,Japan,2020-09-13,
Kotetsu Boku,found,2488368,1977-05-27,,2003-06-27,
Clarence Jordan,found,4058039,1989-03-04,USA,2012-09-08,
Frank Tate,found,4245462,1976-04-22,USA,2014-10-24,
Shinsuke Kamei,found,5158160,1997-01-02,Japan,2017-12-10,
Hugo Vargas,found,5293561,1997-05-28,Brazil,2022-02-12,
David Reza,miss,,,,,
Randa Markos,ambiguous,,,,,2 MMA ids
Arthur Martins,miss,,,,,
Jardel Evangelista,found,5077746,1984-12-17,Brazil,2013-09-07,
Rico Biggs,miss,4848690,,,,no dob on record
Bryan Creighton,found,3965909,1986-04-26,England,2012-07-01,
Valdenilson dos Santos Soares,miss,,,,,
Yoshinori Momose,miss,,,,,
Abdul-Rakhman Temirov,miss,4243906,,,,no dob on record
Matus Arpas,miss,,,,,
Pat Defranco,miss,3054272,,,,no dob on record
Luis Gerardo Aguillon,found,5307801,1996-04-10,Mexico,2021-05-29,
Sean Powers,found,3093793,1969-12-31,,2009-08-14,
Hanru Botha,miss,4237298,,,,no dob on record
Fernando Batista,found,4065372,1984-08-17,Brazil,2014-10-03,
Thiago Silva,ambiguous,,,,,3 MMA ids
Kota Shishido,miss,,,,,
Asadbek Ravshanov,miss,,,,,
Kouki Sano,miss,,,,,
Kevin Hein,miss,5332609,,,,no dob on record
Yusuke Honma,miss,3104748,,,,no dob on record
John Nguyen,found,5212975,1992-07-03,Canada,2018-09-29,
Joao Lucas Silva Ferreira,miss,,,,,
Shuichi Kanda,found,4035991,1990-12-24,Japan,2013-03-17,
Renan Martins Goncalves,miss,,,,,
Jake Ellenberger,found,2486942,1985-03-28,,2005-12-03,
Abraham Ayala,miss,,,,,
Rylan Melancon,found,5335984,1999-08-13,USA,2022-06-26,
Tabatha Ann Watkins,found,4605786,1994-11-23,,2015-05-16,
Juan Espino,ambiguous,,,,,2 MMA ids
Brian Davidson,found,2517088,1975-11-22,,2010-08-26,
Cory Galloway,miss,3161689,,,,no dob on record
Ailin Perez,found,5075333,1994-10-05,Argentina,2021-11-06,
Radija Aquino,miss,,,,,
Khazar Rustamov,miss,,,,,
Bruno Reis Da Maria,miss,,,,,
Dawond Pickney,found,3821548,1978-07-02,USA,2013-05-18,
Brent Crawley,miss,,,,,
James Montano,miss,,,,,
Vakhtang Chumburidze,miss,,,,,
Bret Cooper,miss,,,,,
Todd Monroe,found,4424015,1984-09-15,USA,2016-12-03,
Tony Darling,miss,,,,,
Sebastian Santana Guedes,found,5179655,1994-09-19,Spain,2015-09-26,
Liliya Kazak,found,3107734,1990-01-19,France,2013-12-14,
Seth Bass,found,4836985,1992-11-13,USA,2015-07-25,
Maltese Tally,miss,,,,,
Jonathan de Jesus,miss,4867815,,,,no dob on record
Paul Garza,miss,,,,,
Jason Soliz,miss,4277157,,,,no dob on record
Larissa Niggemann,miss,5127954,,,,no dob on record
Shukurullo Manonov,miss,,,,,
Ian Lawler,miss,,,,,
Hyub Chan Oh,miss,,,,,
Akhmed Balkizov,miss,5105299,,,,no dob on record
Owen Craugh,miss,,,,,
Shalom Villegas,miss,,,,,
Viktor Vasic,miss,,,,,
Daniel Oliveira,ambiguous,,,,,3 MMA ids
Sen Yang,found,5139316,1994-08-13,China,2016-12-03,
Dan Miller,found,2335696,1981-06-30,,2007-11-30,
Allen Bose,found,4217574,1986-08-09,USA,2018-02-03,
Heather Walker-Leahy,found,4583429,1987-01-06,USA,2018-06-23,
Gareth Sawyer,miss,4420528,,,,no dob on record
Igor Araujo,found,3007946,1980-12-06,Brazil,2008-09-27,
David Gladfelter,found,5044419,1992-01-27,USA,2021-03-13,
Fuhito Hasegawa,found,4808770,1986-02-10,Japan,2007-12-09,
Jesse Smith,miss,,,,,
Irene Cabello,ambiguous,,,,,2 MMA ids
A.J. Bryant,found,4607669,1987-09-22,USA,2016-03-04,
Ruben Warr,found,4357552,1988-11-05,,2014-08-10,
Joe Madrid,found,3153257,1990-08-16,USA,2013-03-09,
Andy Normington,miss,2501303,,,,no dob on record
Murad Maganaev,miss,,,,,
Ibrahim Barkinoev,miss,4751732,,,,no dob on record
Arthur Mamute,miss,5216554,,,,no dob on record
Andreu Mendoza,miss,,,,,
Cristian Barraza,found,5076026,1993-11-07,Chile,2014-02-16,
Isaac Ruelas,miss,5152869,,,,no dob on record
Sean Felton,found,4687122,1990-10-11,USA,2017-02-25,
Luiggie Amaya,miss,5074139,,,,no dob on record
Abram Sellers,miss,,,,,
Adrian Najera,found,5132212,1991-05-09,Uruguay,2017-10-07,
Byron Stevens,miss,,,,,
Mateus Linhares,found,5307879,1996-04-27,Brazil,2023-06-17,
Kevin Goodin,miss,,,,,
Alex Potts,miss,4388605,,,,no dob on record
Levi Escobar,miss,,,,,
Darius Estell,found,4714344,1988-09-16,USA,2017-04-29,
Morgan Solis,found,4297310,1990-07-12,USA,2017-07-22,
Kyle Kurtz,found,3902900,1990-08-05,,2015-01-16,
Enrique Diarte,miss,4031262,,,,no dob on record
Cairang Laque,miss,,,,,
Samir Selmi,miss,,,,,
Nour Jopa,found,5362362,2000-03-03,Egypt,2025-02-15,
Naranjargal Tsendayush,miss,,,,,
Kenta Hattori,miss,,,,,
Amirkhan Buchaev,miss,,,,,
Mariagiovanna Vai,miss,,,,,
Ethan Hayes,found,4870173,1991-11-21,USA,2020-02-15,
Hikaru Kamimura,miss,,,,,
Lucas Gwaltney,found,2557017,1985-11-30,USA,2004-11-13,
Tommy Lee Davis,miss,,,,,
Kelvin Gastelum,found,3026011,1991-10-24,USA,2019-04-13,
James Mancini,miss,4684645,,,,no dob on record
Rian Martinazzo,miss,,,,,
Maxim Potapov,miss,,,,,
Hongji Li,miss,,,,,
Dylan Willey,miss,,,,,
Chris Salinas,miss,4714316,,,,no dob on record
Justin Rosario,miss,,,,,
Senri Saruyama,found,5211337,1991-02-20,Japan,2018-03-25,
Doug Marshall,found,2500642,1975-09-09,,2009-10-17,
Giorgi Kvelidze,found,5214600,1985-06-14,Georgia,2011-02-20,
Masato Sannai,found,3084128,1982-05-11,,2009-04-19,
Jiaerken Ailimubai,miss,4894698,,,,no dob on record
Andrew Holbrook,found,3904497,1986-02-06,USA,2013-07-19,
Irmeson Cavalcante de Oliveira,miss,4085577,,,,no dob on record
Lance Surma,miss,3093556,,,,no dob on record
Chase Morton,miss,4079322,,,,no dob on record
Aguilano Brandao,miss,3142497,,,,no dob on record
Ian Stephens,found,3906591,1988-09-28,,2010-07-09,
Chris Hernandez,miss,,,,,
Hae Jin Park,found,3087040,1992-10-25,South Korea,2017-05-06,
Ivan Klevets,miss,,,,,
Jordan Powell,found,3956266,1987-05-18,USA,2013-06-22,
Michal Varchola,miss,,,,,
Angel Figueroa,miss,,,,,
Vinicius Augusto,miss,,,,,
Daniela Maria da Silva,found,3081042,1989-07-07,Brazil,2013-06-06,
Donnie Ballou,found,4878452,1991-06-30,USA,2016-10-15,
Elisha Ellison,found,5293987,1997-03-05,USA,2023-12-08,
Kleberson Sousa,miss,,,,,
Bekah Irwin,miss,,,,,
Houston Scibek,miss,,,,,
Martin Akhtar,miss,3146507,,,,no dob on record
Hiroshi Yamazaki,miss,,,,,
Roman Mukhamedshin,miss,4888690,,,,no dob on record
Romero Reis,rejected,5179671,,,,name mismatch: Romero dos Reis
Mauricio Rossi,miss,,,,,
Chris Dunn,found,3128298,1988-02-04,USA,2012-09-28,
Roger Bowling,found,2504955,1982-12-05,USA,2009-03-07,
Yasutomo Tanaka,found,3019104,1984-01-17,,2006-10-01,
William Osborne,miss,3412099,,,,no dob on record
Jordan Titoni,found,4423422,1987-09-25,USA,2015-08-28,
Silangraopeng Silangraopeng,miss,,,,,
Hiroshi Nakamura,found,2555443,1981-02-14,,2005-02-06,
Damir Hadzovic,found,3077807,1986-08-08,Denmark,2011-04-09,
Justin Vargas,found,4799970,1989-08-20,USA,2016-08-13,
Genta Fukami,miss,,,,,
Tetsuo Nakanishi,found,5208749,1990-07-13,Japan,2015-04-12,
Austin Wourms,miss,5075869,,,,no dob on record
Edwin Figueroa,found,2555761,1984-07-31,,2008-07-26,
Yu Tanaka,miss,,,,,
Karen Omen,miss,,,,,
Elias Goley,miss,,,,,
Adilson Ramos Silva,found,5124140,1988-03-06,Brazil,2015-05-23,
Hideo Tokoro,found,2501614,1977-08-22,Japan,2000-09-29,
Michael Bustamante,miss,,,,,
Michael Osborn,miss,2557341,,,,no dob on record
Kenya Murata,miss,,,,,
Jack Lyons,miss,,,,,
Xiongxiong Cai,miss,,,,,
David Kedzuch,found,4662458,1979-10-19,,2008-05-25,
Nick Patterson,found,3109291,1983-03-17,,2009-12-06,
Tom Angeloff,miss,4022236,,,,no dob on record
Tanvir Boora,miss,5125241,,,,no dob on record
Alpha James,miss,,,,,
Saori Ishioka,found,3028029,1987-09-13,,2007-05-19,
Yuta Ueyama,miss,,,,,
Miguel Ramos Diaz,miss,,,,,
Justin Edwards,found,2560089,1983-01-26,,2009-05-01,
Tolin Garcia,miss,,,,,
Jose Roura,found,4686019,1988-06-16,Mexico,2015-07-04,
Luiz Carlos Dietrich,miss,,,,,
Kenichiro Togashi,found,2502057,1980-12-05,,2001-07-27,
Bobby Casale,miss,,,,,
Jean Felipe Souza,miss,,,,,
Ronald Hauser,miss,,,,,
Perry Stargel,found,4881349,1996-05-02,USA,2019-05-18,
Noeru Narita,miss,,,,,
Jorge Enrique Avila,miss,,,,,
Timothy Teves,found,4878830,1991-04-19,USA,2017-07-15,
Sang Hyun Park,miss,,,,,
Kendall Whited,found,5382896,1999-06-09,USA,2025-05-09,
Patricia Vidonic,found,2955532,1979-08-11,,2011-06-25,
Jeff Monson,found,2412446,1971-01-18,USA,2009-03-21,
Shane Hall,miss,,,,,
Juliana Miller,found,4912582,1996-05-07,USA,2021-05-21,
Luka Curkovic,miss,,,,,
Gabriel Echavarry,found,5295624,1994-07-20,USA,2019-11-09,
Kaito Sakamaki,miss,,,,,
Tom Shoaff,miss,3172102,,,,no dob on record
Weronika Zygmunt,miss,3439114,,,,no dob on record
Ali Dusenov,miss,5074111,,,,no dob on record
Monika Kiran Ghag,miss,5209731,,,,no dob on record
Aline Pereira,found,5110864,1990-10-06,Brazil,2022-11-18,
Aaron Blackwell,miss,2501387,,,,no dob on record
Christian Esquilin,miss,,,,,
Flavio Rodrigo Magon,found,3147311,1984-05-28,Brazil,2012-03-10,
Hiroshi Fujita,miss,,,,,
Joe Cummins,miss,4883819,,,,no dob on record
Herbert Rogers-Williams,miss,,,,,
Wesley Barnes,found,2517092,1984-01-09,USA,2013-10-12,
Rabin Catalan,miss,,,,,
Yohei Nada,found,5211341,1994-10-17,Japan,2012-11-25,
Taigro Costa,found,4297312,1989-03-19,Brazil,2014-05-23,
Parnell Davis,found,4406651,1982-04-13,USA,2012-01-14,
Brian Camozzi,found,3123194,1991-06-24,USA,2014-02-07,
Irakli Kuchukhidze,found,5296760,1998-03-09,Georgia,2017-03-18,
Kawaika Kauwe,miss,2964450,,,,no dob on record
Florentino Coronel,miss,5210551,,,,no dob on record
Tom Hinz,miss,,,,,
Brian McFadden,miss,,,,,
Shaianna Rincon,found,4215217,1993-08-21,USA,2017-05-20,
Rafaela Guedes,miss,,,,,
Dmitry Aryshev,found,4275041,1993-04-10,Russia,2015-09-25,
Matthew Leonard,miss,,,,,
Sojiro Orui,miss,3032160,,,,no dob on record
Danny Henry,found,4237147,1988-07-17,Scotland,2015-06-06,
Ryan Erickson,miss,,,,,
Taiki Akiba,found,5137747,1990-04-26,Japan,2013-02-11,
Ivan Rios,miss,,,,,
Kamran Kohbandi,miss,,,,,
Elias Mansour,miss,,,,,
Antonio Sanchez,miss,,,,,
Dejan Ovuka,miss,,,,,
Lamont Stafford,miss,3026159,,,,no dob on record
Derek Smith,miss,,,,,
John Phillips,found,2558045,1985-06-09,Wales,2006-04-09,
Warlley Alves,found,3108775,1991-01-04,Brazil,2012-12-13,
Darren Whitney,found,5148850,1990-06-06,USA,2021-10-29,
Ronald Alves,miss,,,,,
Matar Lo,miss,4422030,,,,no dob on record
Billy Van Dyke,miss,,,,,
Shamir Peshewa,found,4914322,1985-11-21,USA,2018-01-06,
Mamadou Diaby,miss,4977513,,,,no dob on record
Anderson Oliveira,miss,,,,,
Salambek Damaev,found,4629140,1985-01-22,France,2014-05-17,
Namiki Kawahara,found,4781790,1989-07-17,Japan,2016-03-21,
Bryce Gamboa,miss,,,,,
Ryan LaFlare,found,2560999,1983-10-01,,2013-01-25,
Xiaocan Feng,found,4820964,2001-12-27,China,2020-09-25,
Alex Thompson,miss,,,,,
Enkh-Orgil Baatarkhuu,found,4581351,1988-12-30,Mongolia,2017-06-04,
Denis Smoldarev,found,3149125,1990-04-01,Estonia,2014-02-28,
Kazumasa Tsubouchi,miss,,,,,
Jason King,miss,,,,,
Sarah Schneider,found,2970379,1980-08-30,,2008-02-01,
Adrian Kepa,miss,5220877,,,,no dob on record
Mike Murray,miss,,,,,
Mike Kyle,found,2493016,1980-03-31,USA,2001-03-10,
Guangzhen Li,found,5211258,1990-08-22,China,2021-04-30,
Dino Bagattin,miss,4291054,,,,no dob on record
Lucio Linhares,found,2500721,1973-12-08,,2008-11-26,
Julija Stoliarenko,found,3157454,1993-04-08,Lithuania,2014-06-08,
Cezariusz Kesik,miss,,,,,
Sofiane Benchohra,miss,3994028,,,,no dob on record
Mattia Galbiati,miss,4320693,,,,no dob on record
Joffie Houlton,found,4900484,1993-08-24,England,2019-09-14,
Samuel Danko,miss,,,,,
Hiroyuki Abe,miss,2499298,,,,no dob on record
Ethan Melisano,miss,,,,,
Jens Pulver,found,2335885,1974-12-06,,1999-04-24,
Tyler Lee,found,4698592,1991-04-18,USA,2016-09-17,
Andrew Lazo,miss,5077052,,,,no dob on record
Deandre Anderson,found,5027431,1997-02-02,USA,2018-04-21,
Zeb Vincent,miss,,,,,
Luiz Fabiano,miss,4421807,,,,no dob on record
Paul Grant,found,4085972,1993-12-04,USA,2015-07-18,
Ryuji Abe,miss,,,,,
Almanbet Zhanybekov,found,4613138,1997-03-27,Kyrgyzstan,2017-09-09,
Craig Plaskett,miss,4350855,,,,no dob on record
Lawrence Phillips,miss,,,,,
Anvar Chergesov,miss,5148735,,,,no dob on record
Justin Smith,miss,,,,,
Daniel Carey,found,4357587,1990-01-22,USA,2016-09-24,
Roy Benavides,miss,,,,,
Anistavio Medeiros de Figueiredo,miss,4030646,,,,no dob on record
Derrick Easterling,miss,3089305,,,,no dob on record
Marc-Ari William Lewis,miss,,,,,
Rodrigo Pires,miss,,,,,
Renaldo Bueno,miss,,,,,
Cody Rice,miss,3902690,,,,no dob on record
Matt Hammerstone,miss,,,,,
Satoru Date,found,4711067,1996-12-16,Japan,2013-09-23,
Faisal Malik,miss,5097216,,,,no dob on record
Robbie Olivier,miss,2555601,,,,no dob on record
Mick Kay,miss,4424007,,,,no dob on record
Adrian Woolley,miss,3153249,,,,no dob on record
Diego Herzog,found,4425609,1983-05-24,USA,2003-11-29,
Anthony Desilva,miss,,,,,
Patrick Quadros,found,5334241,1993-03-11,Brazil,2012-12-14,
Martin Mollinedo,miss,3953368,,,,no dob on record
Benjamin Sehic,found,5074149,1995-03-09,Bosnia & Herzegovina,2020-11-07,
Antonio Mendes,found,2335645,1981-04-19,,2005-12-08,
Kevin Ferguson Jr.,found,4036548,1992-01-01,USA,2016-11-19,
Billy McAlees,miss,,,,,
Weder Aparecido,found,5076072,1989-01-21,Brazil,2012-03-11,
Iamik Furtado,found,4694145,1986-11-30,Guinea-Bissau,2015-07-17,
Jesse Hannam,found,5105027,1996-03-29,USA,2020-11-14,
Brendan Rooney,miss,,,,,
Zarko Sedoglavic,miss,5127955,,,,no dob on record
Zebaztian Kadestam,found,4227314,1990-09-27,Sweden,2015-09-26,
Jorge Manzano,miss,4686021,,,,no dob on record
Paul Loga,miss,5001013,,,,no dob on record
Court McGee,found,2504639,1984-12-12,USA,2013-08-28,
Samuele Di Guardo,miss,,,,,
Brandon Halsey,found,2617515,1986-09-16,USA,2014-09-26,
Gian Villante,found,2552660,1985-08-18,USA,2011-06-24,
Ramon Almeida,miss,3094566,,,,no dob on record
Paulo Cesar Oliveira,found,4913005,1989-04-08,Brazil,2013-11-01,
Masato Kobayashi,found,4410939,1983-09-01,,2010-08-27,
Josh Koscheck,found,2335664,1977-11-30,,2009-11-21,
Peter Stanonik,found,4409963,1988-07-20,USA,2015-02-28,
Marek Samociuk,found,4969844,1996-07-15,Poland,2025-05-04,
Fernando Alvarado,miss,4821090,,,,no dob on record
Kevin Haley,found,3142617,1982-08-24,USA,2013-04-13,
Kaisei Ujihara,miss,,,,,
Deborah Kouzmin,miss,5142291,,,,no dob on record
Chris Astley,miss,5076041,,,,no dob on record
Glaucio Eliziario,ambiguous,,,,,2 MMA ids
Geovanny Salazar,miss,,,,,
Tatsuya Mizuno,found,2354238,1981-06-02,,2008-03-15,
Arsen Balyants,found,4714335,1992-08-18,Russia,2018-04-14,
Mikhail Kuznetsov,miss,4294857,,,,no dob on record
Said-Magomed Batukaev,found,4601425,1998-02-21,Russia,2017-11-11,
Jack Comby,miss,5276494,,,,no dob on record
Mateo Gonzalez,found,5236301,1987-12-31,USA,2021-06-19,
L.J. Torres,found,5240965,1989-06-15,,2019-09-20,
Kai Holmes,miss,,,,,
Rezan Karaben,miss,,,,,
Raul Mendez,error,,,,,fetch failed
Nathen Arriaga,miss,,,,,
Keith Berry,found,2560059,1987-10-25,USA,2005-12-02,
Tommy Maguire,miss,2502321,,,,no dob on record
Vadim Litvin,miss,5149718,,,,no dob on record
Yve Nelson,miss,,,,,
Rostislav Bychenkov,miss,,,,,
Feng Tang,miss,,,,,
Steve Haag,miss,,,,,
Mahiro Yamaki,miss,,,,,
Kris Hocum,found,3931354,1985-05-11,,2013-05-18,
Brandon Ruiz,miss,4025349,,,,no dob on record
Yuki Shojo,found,2950962,1980-12-12,,2006-03-03,
Naomie Young,found,5334917,1997-05-07,USA,2022-09-09,
Travis Browne,found,2504648,1982-07-17,USA,2010-10-16,
Dmitry Bikrev,miss,4293153,,,,no dob on record
Kaileb Cummins,miss,3111966,,,,no dob on record
Hascen Neri Gelezi,miss,,,,,
Victoria Patino,miss,,,,,
Susumu Yamasaki,miss,4079288,,,,no dob on record
Filip Pejic,found,3972436,1992-07-21,Croatia,2015-04-17,
Anthony Zeidan,found,5215144,1987-06-12,Lebanon,2021-04-11,
Cameron Resnisky,miss,,,,,
Dey McIntosh,miss,,,,,
Aleczander Castilhos,found,4683422,1995-04-02,Brazil,2016-06-11,
Enzo Perez,miss,5120976,,,,no dob on record
Erica Valentin,miss,,,,,
Tim Hague,found,2431287,1983-05-09,Canada,2010-05-08,
Jordy Bakkes,found,5256962,1994-07-14,Netherlands,2018-03-10,
Yuki Yoshimura,miss,,,,,
Juan Rosales,miss,,,,,
Dagiisuren Chagnaadorj,found,5353558,1999-12-31,Mongolia,2021-12-26,
Desmond Hill,miss,4038109,,,,no dob on record
Manana Rodgers Mukyeda,miss,,,,,
Michael Boylan,found,5382518,2001-03-31,USA,2025-08-09,
Joe Elmore,found,2517102,1982-09-23,USA,2009-06-06,
Justin Jones,miss,,,,,
David Garcia,miss,4868631,,,,no dob on record
Josh Arocho,miss,2555122,,,,no dob on record
Lubos Lesak,miss,,,,,
Mahmoud Abdel Raouf,miss,5351516,,,,no dob on record
Colin Fletcher,found,3009718,1983-01-08,England,2009-11-21,
Gabriel Castro,found,3674413,1996-03-12,Brazil,2017-08-26,
Marcin Zywica,miss,,,,,
James Warfield,found,2500674,1978-05-09,USA,2004-10-30,
Jesse Grun,miss,4291621,,,,no dob on record
Aitana Alvarez,miss,,,,,
Melissa Oddessa Parker,miss,,,,,
Ciaran Mulholland,found,4848692,1995-08-17,Ireland,2019-11-09,
Kelly DAngelo,miss,,,,,
Alan Dominguez,found,5139190,1996-11-21,Mexico,2019-06-15,
Pedro Henrique Finger,found,4712775,1997-04-03,Brazil,2016-07-23,
Rance Ward,miss,,,,,
Yelzhan Aliaskar,miss,,,,,
Italo Cruz,found,5126138,1997-02-07,Brazil,2015-08-15,
Anastasios Chatzigeorgiadis,miss,,,,,
Kemmyelle Haley,found,4071370,1989-10-16,,2012-07-28,
Nejc Preloznik,miss,5124152,,,,no dob on record
Ryan Martinez,found,2976978,1987-08-27,,2010-01-30,
James Moontasri,found,3106310,1988-04-10,USA,2013-06-06,
Yuki Nagai,miss,,,,,
Nikolai Gionti,miss,,,,,
Claudio Maestre,miss,,,,,
Fran Icaro,miss,,,,,
Danielle Hindley,found,4708994,1984-01-09,USA,2017-08-12,
Flor Chavez,miss,,,,,
Roberto Vargas,miss,2558167,,,,no dob on record
Hasan Gulmez,miss,5292392,,,,no dob on record
Jamie Thorton,found,4234532,1984-01-26,,2016-06-04,
Satbek Esengeldin,found,5223755,1994-04-24,Kazakhstan,2018-04-22,
Gustavo Oliveira,ambiguous,,,,,2 MMA ids
Shugo Tomotsune,miss,,,,,
Danny Dixon,miss,,,,,
Glen Baker,found,4354662,1981-03-01,,2015-11-07,
Frankie Perez,found,3092342,1989-05-11,USA,2013-01-25,
Riku Yoshida,miss,,,,,
Oleg Nagorny,miss,,,,,
Colton Hamm,found,4898435,1993-09-18,USA,2019-11-23,
Ahmed Abdulkadirov,found,4693786,1994-11-25,Austria,2017-05-13,
Aslan Utegaliev,found,5264947,1997-01-09,Kazakhstan,2019-04-14,
Emil Meek,found,4001846,1988-08-20,Norway,2013-09-21,
Michael Tchamou,found,5099366,1991-04-10,England,2021-06-05,
Heber Castillo,miss,5147113,,,,no dob on record
Kirill Fomenkov,miss,5143046,,,,no dob on record
Gleristone Santos,found,2557811,1988-08-20,,2007-12-06,
Sam Kelly,found,5146698,1994-12-17,England,2021-05-08,
Yuki Kondo,found,2487839,1975-07-17,Japan,1996-01-28,
Alexandre Nascimento,miss,,,,,
Joao Menezes,found,5362762,1999-01-15,Brazil,2019-10-26,
Kris Edwards,miss,2968423,,,,no dob on record
Svyatoslav Shabanov,miss,4237290,,,,no dob on record
Wayne Ahlquist,miss,,,,,
Jonathan Arce,miss,,,,,
Enkhtur Bayartsogt,miss,,,,,
Goran Reljic,found,2335777,1984-03-20,Croatia,2010-07-03,
Ashley Cummins,found,3028066,1987-08-02,USA,2011-11-18,
Lucky Magekha,miss,,,,,
Javier Coronado,miss,,,,,
Stephen Stirewalt,miss,,,,,
Martin Horinek,miss,,,,,
Brentin Mumford,miss,4412261,,,,no dob on record
Bartlomiej Kopera,found,4277819,1992-10-12,Poland,2012-03-03,
Chris Sheridan,miss,,,,,
Claudia Pizarro,miss,,,,,
Michael Dubois,found,4794112,1993-05-02,Switzerland,2014-06-07,
Ronildo Silva,miss,,,,,
Artur Lemos,miss,4293282,,,,no dob on record
Ramano Medina,miss,,,,,
Erika Gibo,miss,,,,,
Igor Svirid,found,3153263,1986-07-24,,2014-06-01,
Carl Wittstock,found,4078268,1986-01-11,USA,2014-01-11,
Alejo Sosa,miss,,,,,
Suchika Tariyal,miss,,,,,
Magomed Nurov,miss,4294856,,,,no dob on record
Scott Cleve,found,2977246,1982-07-22,,2011-11-26,
Amanda Bell,found,3041470,1988-08-03,USA,2013-01-05,
Garrick James,miss,4082444,,,,no dob on record
Fernando Rodriguez,miss,,,,,
Evan Nedd,found,2558199,1986-07-22,Aruba,2011-12-02,
Colby Covington,found,3088810,1988-02-22,USA,2012-06-22,
Joao Neto Silva,miss,4202759,,,,no dob on record
Kozo Urita,miss,2554814,,,,no dob on record
Maciej Gierszewski,found,4858426,1988-07-31,Poland,2017-03-04,
Anzor Elgaraev,miss,5130683,,,,no dob on record
Mike Antidormi,miss,,,,,
Gabor Boraros,miss,4341571,,,,no dob on record
Tyson Griffin,found,2335677,1984-04-20,USA,2005-09-10,
Abner Ferreira Rodrigues,found,5290964,1995-06-19,Brazil,2017-12-17,
Liam James,found,3077123,1984-06-11,,2011-05-29,
Shane Sobnosky,miss,3016619,,,,no dob on record
Denis Tiuliulin,found,4969973,1988-05-17,Russia,2013-04-24,
Justin Harrington,found,4040928,1984-07-27,USA,2012-11-03,
Angel Atoigue,miss,,,,,
Tyler Jones,found,4077478,1994-12-05,USA,2023-05-19,
Joe Rodriguez,miss,3931155,,,,no dob on record
Ryan Antle,miss,2431278,,,,no dob on record
Ricardo Dias,found,4896204,1990-11-13,Brazil,2011-12-09,
Valdines Silva,found,3104882,1987-12-11,Brazil,2008-07-20,
Alefe Monteiro dos Santos,miss,,,,,
Reggie Pena,found,2354202,1983-04-09,USA,2012-06-22,
Marissa VanGlahn,miss,,,,,
Cara Greenwell,miss,,,,,
Dusty Shaffer,found,5293267,1996-08-18,USA,2024-01-27,
Phil Baroni,found,2488849,1976-04-16,USA,2005-05-22,
Kyohei Wakimoto,found,5142295,1988-12-15,Japan,2016-09-04,
Meijy Portela,found,5304809,1991-03-26,Brazil,2017-12-02,
Joe Pass,miss,,,,,
