espnId,fullName,dob,citizenship
4425336,Alex Davidson,1992-08-18,USA
4425355,Jamahal Hill,1991-05-19,USA
4425516,Fitim Ukelli,,
4425517,Alexander Takacs,,
4425518,Vincent Heloise,,
4425519,Csaba Horvath,,
4425520,Sami Heyoun,,
4425521,Johannes Baier,,
4425522,Per Ahrens,,
4425523,Andreas Muehlbayer,,
4425564,Gabriel Silva,1994-08-26,Brazil
4425598,Adli Edwards,1989-08-28,USA
4425599,Ken Beverly,1997-04-05,USA
4425600,David Moore,1976-07-05,
4425601,Benny Delgado,1986-01-11,
4425602,Trey Singleton,1994-04-16,
4425603,Brendon Marotte,1996-01-12,USA
4425604,Terrance McKinney,1994-09-15,USA
4425605,Armando Best,1991-04-06,USA
4425606,Brandon Todd,,
4425607,Jeff Coleman,,USA
4425609,Diego Herzog,1983-05-24,USA
4425610,Karen Cedillo,,Mexico
4425611,Ramazan Kuramagomedov,1996-08-23,Russia
4425612,Khasan Masheev,,
4425613,Yukinori Akazawa,1992-01-30,Japan
4425614,Robert Hale,1992-09-11,USA
4425705,Chris Ocon,1996-02-05,USA
4425706,Hunter Azure,1992-03-02,USA
4425712,Renato Fernandes,,
4425713,Gabriel Sartorio,1992-07-08,
4425714,Diego Rodrigues Pralon,1986-12-27,Brazil
4425715,Vinicius Baraldo,1992-02-11,
4425717,Willian Vogado Fernandes,1989-03-19,
4425718,Wendel Araujo,,Brazil
4425719,Jake Heffernan,1989-11-21,USA
4425720,Mike Talhouk,,
4425721,John Turner,1983-08-05,USA
4425722,Jimmy Wood,,
4425723,James Wynn,1978-03-07,
4425724,Bill Takeuchi,1991-02-05,USA
4425728,Joshua Weems,1994-05-05,USA
4425729,Dre Miley,1991-05-09,USA
4425744,,,
4425752,,,
4425756,Hazael Soares de Jesus,1994-08-23,Brazil
4425757,Higor Yamanoi,,
4425758,Edison Ferreira de Souza,1991-10-24,Brazil
4425759,Benedito Francis Ferreira,1989-07-30,
4425760,Joao Oliveira,,Brazil
4425761,Lucas Flavio Henrique,1988-04-22,Brazil
4425762,Flavio Jasser,1995-01-07,Brazil
4425763,Melquizael Costa,1996-09-14,Brazil
4425764,Wilcleff Maycon Bezerra,1990-12-19,
4425834,John Hopoate,,
4425835,Simon Osborne,,
4425848,Nisse Paholm,,
4425849,Jaime Hernandez,1985-05-25,
4425850,Jay Sandvig,,
4425851,Jon Lorens,,
4425852,L.J. Schulz,,
4425853,Quinten Culpepper,1987-09-29,
4425854,Nickalas Martino,,USA
4425883,Jacob Landin,1986-05-09,USA
4425884,Jesse Almaraz,1984-11-16,
4425962,Kiefer Crosbie,1990-04-05,Ireland
4425993,Wayne Drake,,
4425994,Larkyn Dasch,1996-08-18,USA
4425995,Matt Hughes,,
4425996,Mark Finney,,
4425997,Kevin Cox,,
4425998,Christina Ricker,1990-08-23,
4425999,Kyle Benger,,
4426000,Ciryl Gane,1990-04-12,France
4426001,Adam Proctor,1995-11-01,England
4426006,Phil Wells,1987-09-04,England
4426007,Iryana Kyselova,1995-07-13,Ukraine
4426011,Bobby Sullivan,1992-06-07,Canada
4426012,Adam Dyczka,1991-04-24,Canada
4426013,Roggers Souza,1989-05-11,Brazil
4426014,Bruno Luiz Nicolau,1992-12-08,
4426015,Romulo Ismael,,Brazil
4426016,Leonardo Alves Nascimento,1984-04-30,Brazil
4426017,Luan Mendes Oliveira,1991-12-26,
4426018,Carlos Alexandre,,Brazil
4426019,Diego Pimenta,1983-02-20,
4426032,Israel Cruz,,
4426033,Joey Ruquet,1992-07-15,USA
4426069,Paulo Victor Franco,,
4426071,Wagner Moura,,
4426072,Douglas Moura,,
4426074,Daniel Oliveira,1982-08-01,
4426076,Rafael Correia,,Brazil
4426083,Carlos Eduardo Tavares Silva,,Brazil
4426084,Welington Lima Rafael,1986-04-11,Brazil
4426130,Makhmud Muradov,1990-02-08,Uzbekistan
4426131,Christoph Steinmann,1990-05-06,
4426132,Pavol Langer,,Slovakia
4426133,Peter Capkovic,,
4426134,Krzysztof Klepacz,,Poland
4426135,Damian Chandzel,,
4426136,David Ramires,1986-03-21,Brazil
4426137,Zoran Dod,1988-04-29,Croatia
4426138,Alberto Emiliano Pereira,1984-08-08,Brazil
4426139,Josh Plant,,England
4426140,Waldemar Cichy,,
4426141,Conor Riordan,,
4426142,Kazuma Sone,1988-02-11,Japan
4426143,Jae Eun Byeon,,
4426144,Michal Martinek,1990-04-19,Czechia
4426145,Dusan Dedek,1989-12-15,
4426146,Radoslav Tomasovic,1991-10-08,Slovakia
4426147,Daniel Dittrich,,Czechia
4426148,Benjamin Islami,,
4426192,Rodrigo Nascimento,1992-11-26,Brazil
4426194,Cicero Augusto,,
4426195,Rafael Caixeta,,
4426196,Ricardo Jordano,,
4426197,Fabricio Nascimento Silva,,Brazil
4426198,Everton dos Anjos,1993-05-19,Brazil
4426250,Rodolfo Vieira,1989-09-25,Brazil
4426251,Sebastian Ruiz,,Peru
4426252,John Douma,1996-08-10,USA
4426257,Junior Marques,1993-08-23,Brazil
4426277,Fagner Rakchal,,Brazil
4426278,Jacob Holyman-Tague,,Australia
4426279,Vitaliy Nemchinov,,Russia
4426280,Yuliya Ivanova,,
4426281,Dariya Kutuzova,,
4426282,Wellington Turman,1996-07-22,Brazil
4426283,Yulia Litvinceva,1991-10-01,Russia
4426284,Yulia Kutsenko,1989-06-03,Russia
4426285,Mariya Agapova,1997-04-07,Kazakhstan
4426286,Diego Pedroso,,
4426287,Wellington Machado,,
4426288,Thiago Nata,1989-02-27,
4426289,Edivaldo Siqueira,1986-07-08,
4426290,Diego Siqueira,,Brazil
4426291,Ewerton Ferreira,1988-03-15,Brazil
4426292,Josimar Lara,,Brazil
4426293,Gian Siqueira,1994-06-23,Brazil
4426294,Cleiton Butiski,1994-02-21,
4426295,Rafael Atilio,1992-08-18,Brazil
4426299,Aleksa Camur,1995-09-25,Bosnia & Herzegovina
4426300,Randy Tran,1995-03-28,USA
4426301,Fabio Cherant,1994-11-25,USA
4426302,Marquis Allen,,USA
4426303,Ron Marshall,1987-04-01,USA
4426305,Steven Nguyen,1993-05-19,USA
4426306,Christian Lohsen,1995-01-24,USA
4426312,Daniel Rodriguez,1986-12-31,USA
4426313,Vikash Dahiya,,
4426314,Krishan Rawat,,
4426315,Seigenald Aurtan Daley Jr.,,
4426316,Andrew Moreno,1988-07-26,USA
4426317,Damen Wood,,USA
4426318,Shane Friesz,,
4426319,Kevin Natividad,1993-04-02,USA
4426320,Eduardo Alvarado,1992-10-07,Mexico
4426321,Daviante Jones,,
4426322,Hugo Lujan,,
4426323,Zach Andrews,,
4426324,Luis Vargas,1991-09-16,USA
4426325,Jamario Mulder,1995-08-17,USA
4433883,Michael Robertson,,USA
4434004,Thiara Borgth,,Brazil
4434005,Mylena Duarte,,
4434006,Jessica Medeiros de Andrade,,
4434007,Diana Moraes,,Brazil
4434008,Nayara Rodrigues,,Brazil
4434009,Tamara Leorde,,Brazil
4434010,Tamires Vidal,1998-07-27,Brazil
4443379,Stephen Costello,1993-01-01,Ireland
4451108,Daniel Arriaga,2000-02-15,USA
4451277,Joey Banks,,
4452241,Thomas Bryan,1998-10-29,Brazil
4452659,Eduardo Castro,,Brazil
4455612,Elijah Harris,1995-10-03,USA
4457259,Cody King,,USA
4462565,Jose Estrada,1990-12-10,USA
4473738,Micheal Gillmore,1987-03-28,USA
4474283,,,
4476333,David Maldonado,,
4480722,Connor Dixon,1996-04-01,USA
4490929,,,
4493619,Sean Flynn,,
4493895,Cameron Graham,1994-12-23,USA
4494041,Marcus Hardaway,,USA
4494397,Corey Jackson,1988-04-18,USA
4496840,Jordan Wallace,,Australia
4502549,Paul Keller,,
4503229,David Martinez,1998-08-03,Mexico
4506353,Tristan Watson,,
4508528,Christopher Reyes,,
4509619,Brock Smith,1988-07-12,USA
4510231,Mike Taylor,1992-12-19,USA
4512202,Jesse Delgado,,
4514288,Adrian Guzman,,
4519215,Sage Philippe,,USA
4519515,Jonathan Ramirez,,
4522316,Billy West,,
4523403,Josh Fremd,1994-01-15,USA
4523559,Raul Garcia,1995-11-22,USA
4526338,Matt Jones,1991-11-13,USA
4533300,Ray Vaiza,1993-01-27,USA
4541290,Alejandro Andrade,,Ecuador
4541678,Joel Bauman,1991-06-13,USA
4546647,Justin Hughes,1987-12-04,USA
4546777,Michael Jackson,1990-02-26,USA
4552371,Oscar Vera,,USA
4555265,Ángel Rodríguez,1986-08-14,Mexico
4557155,Tim Moore,,Australia
4557591,Ryan Robertson,,Australia
4560373,Lazaro Perez,1980-12-23,USA
4564403,Luis Unzueta,1997-11-26,USA
4564452,Brandon Vega,,Mexico
4565220,Giacomo Lemos,1989-06-23,Brazil
4565286,,,
4565287,,,
4565288,,,
4565346,Andrew Perez,1988-08-08,USA
4565466,Rex Griepertrop,,
4565497,Bruno Chaves,1991-11-07,Brazil
4565498,Leonardo Vitorino,,
4565611,Erick Lozano,1982-09-10,USA
4565612,David Evans,,
4565613,Robby Longwith,1979-10-28,
4565614,Jason Cardillo,1983-03-08,
4565615,Andy Hahn,,
4565616,Noah Cutter,,USA
4565617,Bruno Cannetti,,Argentina
4565618,Steven Defalle,1986-10-06,USA
4565619,Blake Smith,1990-09-20,USA
4565620,Daniel Matos,1991-09-25,Costa Rica
4565626,Evan Solorio,,USA
4565627,Alex Velasco,,Mexico
4565628,Hector Saldana,,USA
4565629,Christian Gonzalez,,USA
4565630,Edgar Urias,1991-09-02,
4565631,Salimgerey Rasulov,1986-11-19,
4565632,Jared Henderson,1987-06-03,
4565633,William Carriere,1984-09-09,
4565634,Matthew Swimmer,,
4565635,Dell Knebush,,
4565636,Mike Cobey,1982-11-20,
4565637,Joe Leo,,
4565638,Aaron Chambers,1993-09-26,USA
4565639,Corey Turner,,
4565640,Dan Huber,1987-10-25,
4565641,Jamal Pogues,1995-12-01,USA
4565642,Taylor Johnson,1990-11-09,USA
4565643,Earnest Walls,1994-05-27,USA
4565644,Tony Ortega,1993-07-08,USA
4565645,Dwight Joseph,1989-08-16,Liberia
4565646,Devin Smyth,1995-07-21,USA
4565647,Josh Brueckner,1995-03-11,USA
4565648,Erick Lora-Martinez,1993-03-14,
4565653,Marco Smallman,,
4565654,Shawn Rall,1990-06-13,
4565655,Mark Frisk,1987-05-02,
4565656,Chris Caterino,,
4565657,Regivaldo Carvalho,1994-01-19,Brazil
4565658,Zechariah Lange,,
4565659,Quincy Humpfry,,
4565660,Dhouglas Ribeiro,1995-01-13,Brazil
4565661,Rafael Marquezani,1995-02-19,
4565662,Jeferson Rafael dos Santos,,
4565663,Bruno Guimaraes Santos,1992-03-02,
4565664,Jose Feliciano,1996-09-02,
4565665,Adamo Vasconcelos,1984-02-18,
4565666,Odair Cavalcanti,,
4565667,Raphael Rodrigues,1989-01-13,
4565668,Micol DiSegni,1987-12-29,Italy
4565669,Nikolina Vokic,,
4565670,Maria Ribeiro,1992-12-05,Brazil
4565671,Cory McKenna,1999-07-11,Wales
4565672,Samin Kamal Beik,1989-09-17,Italy
4565673,Alina Rodica,,
4565674,Anastasia Gornostaeva,1994-05-24,
4565675,Shana Adrienne Power,1992-04-16,
4565676,Danella Eliasov,,South Africa
4565677,Tom Ni,,USA
4565678,Esias Gordo,,USA
4565679,Josue Rodriguez,,Mexico
4565680,Allaberdi Tumanov,,Kyrgyzstan
4565681,Talgat Shatmatov,,Kyrgyzstan
4565682,Ivan Ulyanchenko,,
4565683,Raimond Magomedaliev,1990-06-10,Russia
4565737,,,
4565738,,,
4565790,,,
4565791,,,
4565792,Eduardo Garagorri,1989-05-28,Uruguay
4565795,Candace Maricle,,USA
4565876,Cal Ellenor,1991-04-04,England
4565897,Cezar Alves,,
4565898,Leandro Frast,,
4565899,Bruno Marks,1992-01-29,
4565900,Thiago Florindo,1987-04-02,Brazil
4565901,Adilson Costa Ferreira,,Brazil
4565902,Alexandre Silva,1994-07-25,Brazil
4565903,Ariane Carnelossi,1992-11-17,Brazil
4565904,Yoshinori Horie,1995-05-10,Japan
4565994,Giuliano Primaz,1974-02-17,
4565995,Edson Da Rosa,1995-11-27,
4565996,Manuel Boris,,Argentina
4565997,Victor Rodriguez,1996-06-11,Uruguay
4565998,Vinicius Trindade,,
4565999,Nilton Gaviao,1988-05-10,Brazil
4566000,Daniel Ferreira Dos Santos,1989-02-03,
4566001,Rafael Raul Peluffo Cossio,1982-11-22,
4566002,Jose Trindade,1991-10-23,
4566003,Pablo Sepulveda,,
4566004,Agustin Marquez Tejera,1996-05-01,
4566145,Justin Tafa,1993-12-13,Australia
4566146,KyuSung Kim,1992-11-05,South Korea
4566199,Brad Robison,1984-01-24,USA
4566250,Kazunari Kimura,,
4566251,Kota Fujisaki,,
4566252,Yuta Tezuka,,
4566253,Takashi Umehara,,
4566258,Amantiva Golbahar,,
4566264,Anatoly Malykhin,1988-01-11,Russia
4566275,Mao Ueda,,
4566283,Tyler Edwards,,USA
4566284,Reginald Adams,,USA
4566292,Miyuu Yamamoto,1974-08-04,Japan
4566295,Renato Ferreira,,
4566297,Ricardo Teixeira,,
4566298,Seiichiro Ito,1993-12-03,Japan
4566306,David Taumoepeau,,
4566307,Dylan Tiaaleaiga,,
4566308,Ketlen Souza,1994-08-18,Brazil
4566309,Aline Pires,,
4566310,Gloria de Paula,1995-06-10,Brazil
4566311,Ana Paula Ventrilio,,
4566342,Adam Brady,1986-10-28,
4566349,Lucas Tani,1983-06-02,
4566350,Handong Kong,1980-12-12,
4566351,Hyun Soo Lee,,
4566352,Hulk Hulk,1995-05-04,
4566353,Yuto Nakajima,1997-01-07,Japan
4566354,Drake Heitfield,1992-04-29,
4566355,Ryan Beckett,1986-01-04,
4566356,Paul Funk,1988-08-03,
4566359,Bobby Downs,1991-01-11,USA
4566362,Kyle McClurkin,,Northern Ireland
4566363,Gordon Roodman,1985-03-19,South Africa
4566364,Yul Kim,,
4566365,Sung Won Son,1988-02-11,South Korea
4566366,Grigoriy Sirenko,,
4566367,Seh-Yoon Jeong,,
4566368,Koji Shikuwa,1991-08-02,Japan
4566369,Yasuko Mogi,1969-01-27,
4566370,Brittany Ann Decker,1987-12-30,
4566371,Yuko Oya,1987-04-13,
4566372,Karei Date,,
4566373,Ye Ji Lee,1999-07-03,
4566375,Yuko Kiryu,1987-08-31,Japan
4566376,Yuko Saito,,
4566595,Alexei Maligin,1982-06-06,
4566600,Mohit Tokas,,
4566601,Maxim Neledv,,
4566602,Mendy Cafary,,
4566603,Akim Membo,,
4566604,Dmitry Obashkin,,
4566605,Serzod Suleumanov,,
4566606,Alexandre Ceconi,,
4566607,Bat Otgon,,
4566608,Zalimkhan Sulkhanov,,
4566609,Andrey Kindrich,,
4566644,Luthando Biko,1989-11-23,South Africa
4566645,Faeez Jacobs,,South Africa
4566646,Espen Kolltveit,1983-06-13,
4566647,Gareth Buirski,,
4566648,Aidan Stephen,,Scotland
4566649,Will Cooper,,
4566739,Hemerson Souza,1989-07-27,Brazil
4566978,Kaeo Meyer,,USA
4566979,Michell Adelina,,
4566991,Sean Woodson,1992-06-07,USA
4566992,Daniel Hajzer,1990-09-26,
4566993,Jozsef Tarnai,1990-08-12,
4567027,Kevin Brown Jr.,1986-08-15,
4567208,Mickael Bucher,,
4567654,,,
4567688,Lara Procopio,1995-11-14,Brazil
4567733,Mikey Bennett,,
4567735,Gracjan Szadzinski,1989-11-02,
4567897,Miranda Granger,1992-04-13,USA
4568354,Benjamin Duffy,1978-06-01,
4568355,David Severe,,
4568479,Erika Carvalho,,
4568480,Erika Alcantara,1995-04-28,Brazil
4568502,Dayanne Espadas,,Mexico
4568503,Yan Qihui,1996-10-21,China
4568504,Noemi Galarza,,Uruguay
4568515,Nadia Bertini,,Italy
4568516,Elodie Giorla,,France
4568517,Clara Ricignuolo,1997-11-19,France
4568518,Diana Tavares,1982-05-11,Portugal
4568519,Gaia Risso,,
4568520,Nicole Niederkofler,1985-09-10,
4568521,Maiju Suotama,1988-02-24,Finland
4568609,Aibek Nurseit,,Kazakhstan
4568757,Dae Sung Park,1993-06-09,South Korea
4569105,Amanda Caroline,,
4569106,Bruna Mara,,
4569264,Jose Leyva,1989-11-09,
4569266,Brandon Bailey,1982-05-05,USA
4569299,Bruno Justo,1983-04-27,Brazil
4569300,Gui Cury,1986-09-09,USA
4569549,Umar Nurmagomedov,1996-01-03,Russia
4569668,Ricky Steele,1988-05-26,USA
4569669,Dylan Lockard,1992-05-19,USA
4569683,Francisco Velasquez,,
4570029,Joaquin Calderon,,
4570030,Gabe Pelayo,,
4570056,Rudy Schaffroth,,USA
4570597,Liudvik Sholinian,1990-01-20,Ukraine
4570668,Cody Jones,1992-10-06,USA
4570669,Austin Lingo,1994-07-10,USA
4570670,Solo Hatley Jr.,1996-08-24,USA
4570799,Marcos Brigagão,1996-04-01,Brazil
4571450,Alberto Montes,1994-05-31,Venezuela
4571680,Leah McCourt,1992-06-21,Northern Ireland
4571943,Taras Gryckiv,,
4571944,Wagner Lima,1992-02-02,Brazil
4571945,Saidyokub Kakhramonov,1995-11-14,Uzbekistan
4571946,Fatkhidin Sobirov,1993-09-01,Tajikistan
4571947,Shyudi Yamauchi,1991-06-21,Brazil
4571948,Nauruz Dzamikhov,,
4571949,Valisher Rakhmonov,,
4571950,Alym Isabaev,,
4571951,Ulukbek Amanbaev,,
4571952,Rishat Kharisov,,
4572379,Carson Hardman,1995-01-28,USA
4572381,Stevens Diogo,,
4573043,Chris Disonell,1992-12-11,USA
4573189,Lee Siersma,,USA
4573190,Dan Yates,,USA
4573192,Robert Montiel,1988-01-12,Venezuela
4573193,David Amaya,1990-05-22,
4573194,Boris Reyes,1991-04-28,
4573207,Kailan Hill,1994-12-01,Puerto Rico
4573208,Impa Kasanganay,1994-01-17,USA
4573209,SangHoon Yoo,1990-01-18,South Korea
4573210,Dustin Joynson,1985-10-14,Canada
4573211,Ben Sosoli,1989-12-10,Australia
4573307,Chad Wiggington,1995-04-15,
4573308,Jerrell Hodge,1989-11-24,USA
4573310,Henri Burns,,
4573311,Cameron Tukua,,
4573548,Desmond Torres,1997-01-06,USA
4573588,Suwanan Boonsorn,1996-06-14,Thailand
4573596,Pietro Penini,1993-02-03,Italy
4573597,Batsumberel Dagvadorj,1987-04-07,Mongolia
4573905,Justin Trexler,,
4573906,Dante Harrell,1982-03-11,
4573907,Philip Tobin,,
4573908,Tommy Burks,,
4573909,Kacey Joe Sanders,1988-02-14,USA
4573910,Justin Lesko,1987-04-22,
4573911,Jeremy Bethea,1985-02-10,
4573912,Ian Brofsky,1992-07-30,USA
4573980,Idilio Idilio,,
4573981,Patrick Rocha,,Brazil
4573982,Pedro Henrique,1995-10-30,Brazil
4573983,Samuel Giralderlli de Souza,,
4573984,Jose Medina,1990-02-20,
4573985,Matheus Silva Oliveira,,Brazil
4573986,Hugo Diniz,1987-10-13,
4573987,Cleyton Gutierrez Vieira,1997-01-22,
4573988,Luiz Fernandes Souza Patrocinio,1976-10-20,
4573989,Mykola Aivazian,1989-07-10,
4573990,Geoffrey Villareal,,
4573991,Rickey Furar,1990-06-30,USA
4573992,Steve Parsons,1997-12-15,USA
4574016,Srdjan Knezevic,,
4574017,Frantisek Boban,,
4574018,Toni Markulev,,Bulgaria
4574019,Albert Micura,,
4574046,CJ LaFragola,1997-05-25,USA
4574100,Caique Silva,,Brazil
4574101,Rodolfo Andrade de Oliveira,1988-12-28,Brazil
4574103,Dahlen Wilson,,
4574786,Kennedy Freeman,1996-11-26,England
4574958,Joseph Creer,1981-12-28,USA
4575417,Tim Cho,,USA
4575449,Woong Hee Lee,,
4575450,Chao Huang,,
4575451,Denis Puric,,
4575452,Zhikang Zhao,,
4575453,Altynbek Bazhimov,,
4575454,Min Seok Kwon,1989-07-05,South Korea
4575461,Mu Song Choi,,South Korea
4575462,Jong Hyun Kwak,1994-08-17,South Korea
4575547,Vincent Siu,1981-07-16,
4575548,Aldar Budanaev,1990-01-08,
4575549,Sukhbold Sodnomdorj,1988-09-18,Mongolia
4575550,Terick Carter,,
4575551,Jason Gorny,1984-09-28,Canada
4575552,Miles Anstead,1987-11-09,
4575553,Leroy Noltcho,,
4575554,Jeff Porter,1988-11-04,
4575687,Sang Hoon Ji,1993-03-31,
4575688,Tae Joo Lee,,
4575689,Dong Young Lee,1985-03-26,South Korea
4575691,Italo Da Silva Goncalves,1990-05-13,Brazil
4575696,Ugur Kocak,,
4575697,Matthew Wade,,
4575698,Simon Scott,,
4575699,Gregory Hearne,1983-07-08,Australia
4575700,Kora Maea,,Australia
4575775,Grayson Wells,,
4575852,Ron Becker,,
4575853,Robson Gracie Jr.,1989-10-14,Brazil
4575865,Russell Campbell III,1994-11-01,USA
4575866,Brandon Odom,1992-01-24,USA
4575867,Anthony Wright,,USA
4575868,Francisco Olivera,,
4575870,John Lopez,,USA
4575871,Jeremy Perdue,1987-02-10,
4575872,Jay Gray,1991-09-11,
4575873,Brad Riddell,1991-09-30,New Zealand
4575875,Yusuke Uehara,,
4575876,Temirulan Bamadaliev,,
4575877,Pengshuai Liu,1996-07-19,China
4575878,Robert Reed,1981-08-23,USA
4575880,Viktoriya Shalimova,,
4575887,Abutalib Khalilov,,
4576058,Humberto Perea,,USA
4576059,John Sweeney,1995-04-06,USA
4576101,Lerone Murphy,1991-07-22,England
4576262,Rafal Kijanczuk,1992-10-29,Poland
4576758,Patrick Nielsen,,
4576789,Ruslan Hisamutdinov,,Russia
4576790,Dmytro Predebaylo,1995-11-10,Ukraine
4576791,Sitik Muduev,1990-07-21,Russia
4576792,Keiichiro Keiichiro,,
4576793,Levan Shaishmelashvili,,
4576794,Sirazhutdin Manuchekhri,,
4576795,Youssef Tholel,,
4576796,Agshin Babaev,1986-04-17,Azerbaijan
4576797,Han Jie,,
4576798,Jie Xie,,
4576846,Martin Fouda Afana,1981-01-17,Sweden
4576847,Jamie Lee,,England
4576980,Bryan Lane,,
4576981,Kyle Sefcik,,
4576982,Cheron Gregory,,
4576983,Dameron Kirby,1981-03-27,USA
4576984,Steve Moleski,1985-06-02,USA
4576985,Jeremy Carper,1979-04-24,USA
4576986,Jonathan DelBrugge,1985-11-08,USA
4576987,Jason Brown,1978-07-06,USA
4576988,Maik Ferrante,1991-10-08,USA
4576989,Ryan Jett,1991-09-27,USA
4576990,Jerome Featherstone,1984-07-05,USA
4577061,Andre Belcarris,1985-08-18,USA
4577062,Mario Hernandez,,USA
4577063,Joseph Schick,1985-10-29,USA
4577067,Matt Turnbull,1994-11-05,USA
4577068,Chaka Worthy,1990-09-02,USA
4577292,Brett Martin,1994-04-21,USA
4577587,Wilbert Huaman,,
4577588,Matvey Ivanenko,,
4578840,Kevin Wirth,1987-06-15,USA
4580864,Yassine Belhadj,1990-01-19,France
4580865,Julio Matos,1987-04-01,Brazil
4580866,Artem Tanshyn,,
4580867,Laid Zerhouni,1995-09-20,France
4580868,Jean Dutriaux,,France
4580869,Dominic Yeo,,
4580870,Mathias Guerra,,
4580874,Sky Moiseichik,1978-07-11,USA
4581286,Philip Morehead,1991-02-17,
4581288,Aaron Webb,1986-08-07,USA
4581289,Adil Benjilany,1991-01-01,Morocco
4581335,Josh Downing,,
4581336,Hadi Al-awadh,,USA
4581337,Eric Ramsey,,USA
4581338,Joey Pierotti,1989-11-08,USA
4581339,Scotty Hao,,USA
4581345,Lucie Bertaud,1985-03-03,France
4581346,Hayley Turner,1993-02-24,
4581348,Joaquin Lopez,1988-07-13,USA
4581349,Inayatullah Siddique,1993-04-06,USA
4581350,Micah Abreu-Laybon,1989-05-04,USA
4581351,Enkh-Orgil Baatarkhuu,1988-12-30,Mongolia
4581352,Tsend-Ayush Narantogtokh,,
4582791,Gregg Ellis,1993-08-08,Jamaica
4582792,Slobodan Culum,1989-07-28,
4583360,Carolina Jimenez,1984-12-19,Venezuela
4583361,Bruna Driely,,
4583362,Caroline Correia,1989-01-29,
4583363,Jeniffer Pereira de Aguiar,1995-10-06,Brazil
4583429,Heather Walker-Leahy,1987-01-06,USA
4583445,Malin Hermansson,,Sweden
4583679,Gi Gean Key,,
4583680,Yeer Ruer,,China
4583681,Shem Murdoch,,New Zealand
4583682,Maxim Pugachev,1993-01-11,Belarus
4583683,Mikey Vaotuua,,
4584150,Jack Cartwright,1994-05-26,England
4584151,Louis Glismann,1991-02-07,Denmark
4584161,Filippo Lischi,,Italy
4584162,Enrico Cortese,1997-12-14,
4584163,Leon Aliu,1989-07-14,Albania
4584164,Francesco Demontis,,Italy
4584165,Nihad Nasufovic,1987-01-29,Montenegro
4584488,,,
4585093,Nemanja Milakovic,,Bosnia & Herzegovina
4585094,Jeremiah Talley,1982-11-27,
4585546,Michal Pietrzak,1988-02-02,Poland
4585587,Tristan Connelly,1985-12-12,Canada
4585631,Takahiro Kajita,1976-07-24,
4585632,Upneet Rai,1985-05-10,
4585633,Matt Trudeau,,
4585634,Corey Houston,,
4585635,Jonathan Dubois,1982-04-10,
4585636,Ash Mashreghi,1987-10-01,Canada
4585639,Jimmy Phan,,
4585711,Monique Adriane,1996-06-25,Brazil
4585716,Sergey Kostenko,,
4585717,Teddy Surville-Perafide,,
4585718,Andrea Fontana,,
4585719,Sergey Marinin,1994-05-11,
4585720,Adrian Croitoru,,
4585721,Alexej Savastenko,,
4585722,Alexandru Bejenaru,,
4585723,Andrea Mattu,,
4585724,Andrea Milano,1982-05-19,
4585725,Zdravko Donchev,,
4586266,Thiago Silva Batista,,
4587307,,,
4587736,Filonilda Trindade da Conceicao,,
4587737,Gloria Bravo,,
4587738,Suelen Pereira,,
4587741,Natalie Santos,,
4587824,David Greaves,,
4587825,Joshua Pecastaing,,
4587826,Byron Cowell,,
4587827,JJ van Aswegen,1981-11-10,
4587829,Stefan Rosa,,
4587831,David Simmons,,
4587832,Greg Criticos,1984-04-24,Australia
4587833,Jesse Medina,,Australia
4587834,Josh Togo,,Australia
4587835,Edimar Teixeira,1988-12-10,Brazil
4587917,Robin Van Roosmalen,1989-10-01,Netherlands
4587920,Risto Dimitrov,1985-08-31,Macedonia
4587979,Anne Malinoff,,
4587980,Emilee Gettys,1993-02-19,
4587981,Brianna Smith,1990-07-12,USA
4588192,Gokhan Saricam,1991-02-26,Türkiye
4588334,Damien Manzanares,,
4588335,Anthony Garrett,1989-11-10,USA
4588336,Justin Grant,,
4588340,Bo Kunz,1983-07-14,USA
4588644,Hugo Pereira,1981-10-15,Portugal
4588645,Frans Mlambo,1991-05-22,Ireland
4588646,Norbert Növényi Jr.,1999-10-06,Hungary
4589235,Valerio Galosi,,Italy
4589236,Koichiro Takekawa,1985-12-12,Japan
4589237,Yusuke Kanaeda,,
4589238,Ryan Dunstan,,
4589239,Isao Sakiyama,1992-10-30,Japan
4589240,Kazushi Tsukagoshi,,
4589241,Yusuke Sanders Jr.,,
4589242,Mitsuhiro Okada,1981-11-14,
4589243,Young Ki Hong,,South Korea
4589244,Salimkhan Sadulloev,1989-03-01,Tajikistan
4589969,Nikolay Kondratyuk,1997-05-16,Ukraine
4590053,,,
4590104,,,
4590105,,,
4590303,Manny Muro,1986-11-30,
4590327,Tony Giles,,
4590907,,,
4591011,Lazaro Almea,1983-06-08,
4591012,William Sizemore,1990-08-28,
4591013,Tim Silagi,,USA
4591014,Josh Mercurlis,,USA
4591015,Paul Webb,,
4591016,Kamal Magomedov,1991-05-15,Russia
4591017,Miguel Stevenson,,USA
4591196,Semifinal 1B,,
4591197,Semifinal 1A,,
4591198,Semifinal 2A,,
4591199,Semifinal 2B,,
4591308,Tyler Hufnagle,,
4591310,Sokratis Papadopoulos,,
4591311,Andreas Siegmund Grzywa,,
4591744,Willem Struik,,
4591745,Jose Agustin Jiminez Garcia,1986-04-03,Spain
4591930,,,
4591932,,,
4592108,Johansser Paulino,,Dominican Republic
4592111,Milena Bojic,,
4592172,Blazej Nagorski,,Poland
